ID,Well Name,3,35810,24363,21723,30058,21927,35104,1,37745,35471
0,Pickens Ranch #2H,,,,,,,,,,
1825.002,SOLANSKY #1,0.00157532,,0.0094519,0.04043836,,0.21128312,,0.1806572,,
1825.003,Allen #1,,,0.00997821,0.04269012,,0.22138512,,0.18773122,,
1825.004,Woodward #1,0.00157422,,0.0094453,0.04041016,,0.20956156,,0.18053123,,
1825.005,CROSS S#1,0.00157249,,0.00943489,0.04036561,,0.21090304,,0.18033223,,
1825.006,GRISSOM #1,0.0019986,,0.00945472,0.05130385,,0.26763059,,0.22371615,,
3850.001,CANNAN #1,0.00200008,,0.01996796,0.03194875,,0.08608316,0.06251113,0.15575014,,
3850.002,Wagner Farms #1,0.00407371,,0.01996795,0.06507215,,,0.04524548,,,
3850.003,THOMPSON #1,0.0021717,,0.01944798,0.0346918,,0.0934746,0.0956163,0.15169664,,
3850.004,Triple J #1,0.00190468,,0.01901555,0.03042488,,0.080076,0.04308741,0.14832129,,
3850.005,THOMPSON #2,0.00186216,,0.01762853,0.02820567,,0.07590163,0.08359402,0.1375024,,
3850.006,TRIPLE J #2,0.00185333,,0.01850286,0.02960459,,0.1393983,0.0579246,0.14432236,,
3850.008,McLean #1,,,0.01813764,0.02902023,,0.06205287,0.07900328,0.14147363,,
3850.011,LEARY TRUST #1,0.00190738,,0.01904239,0.03046782,,0.08753639,0.05961362,0.14853064,,
3850.012,TLAPEK #1,0.00187463,,0.01871544,0.02994472,,0.14634954,0.05859011,0.14598049,,
3850.013,FGP #1,0.00192631,,0.01923144,0.03077032,0.00192631,0.14262708,0.07473468,0.15000528,,
3850.015,JOE #1,0.00224178,,0.02238069,0.03580916,,0.09405226,0.03606424,0.16305705,,
3850.016,HUBER #1,0.0015334,,0.01530877,0.02449407,,0.07076418,0.02907096,0.11940868,,
3850.017,Dunkle #1,0.0015334,,0.0153087,0.02449407,,0.07076417,0.02907096,0.11940876,,
3850.018,Caza #1,0.00152607,,0.01523396,0.0243745,,0.07041876,0.02892905,0.11882591,,
3850.019,Pritchett #1,0.00174478,,0.01741902,0.02787051,,0.08051879,0.02954492,0.13007708,,
3850.02,HABY #1,0.0015334,,0.01530878,0.02449407,,0.07076417,0.02907096,0.11940868,,
3850.022,Rio Nueces #1,,,,,,,,,,
3850.024,DIAL #1,0.00258997,,0.01659409,0.04137151,,0.1195237,0.02386223,0.16759563,,
3850.026,DUNKLE #2,0.00290326,,0.02898486,0.04637581,,0.13398129,,0.17987579,,
3855.001,PC #1,0.00268958,,0.0268503,0.04296057,0.00182167,0.24246344,,0.2094329,,
3855.002,CENIZO #1,0.00268957,,0.0268503,0.04296057,0.00182168,0.24064177,0.00091084,0.20943284,,
3855.003,KIRBY #1,0.00268958,,0.01875,0.04296057,0.00182167,0.24874207,0.00091083,0.20943285,,
3855.004,PRESTON #1,0.00220939,,0.02027602,0.0352907,0.00137563,0.20013388,0.01477246,0.1668913,,
3855.005,BRANTON #1,0.00273936,,0.0206508,0.0474121,0.00197706,0.26124227,0.0023014,0.20975383,,0.00037706
3855.006,PALM #1,0.00293297,,0.02927921,0.04684684,0.00182417,0.2643973,,0.20971943,,
3855.007,LT#1,0.00155636,,0.01553728,0.02485971,0.00105413,0.14295261,0.04137091,0.10592351,,
3855.008,WHITE MARLIN #1,0.00374079,,,0.05975185,,0.33469766,,0.18848955,,
3855.009,PECAN GROVE #1,0.00266223,,0.02041143,0.04252373,0.00180315,0.24003548,0.00363684,0.20726421,,
3855.01,VERMILLION #1,0.00268958,,0.015,0.04296057,0.00182167,0.25249207,0.00091083,0.2094329,,
3855.011,PARKWAY #1,0.00202716,,0.02023738,0.03237987,0.00137302,0.18374042,0.01477246,0.15785194,,
3855.012,CAROLYN #1,0.00268957,,0.0231003,0.04296057,0.00182168,0.24064177,0.00091084,0.20943285,,
3855.013,WHITTINGTON #1,0.00202555,,0.02022958,0.03714196,0.00153125,0.20131551,,0.1759018,,0.00049375
3855.014,ANNA LOUISA #1,0.00213235,,0.0212873,0.03405977,0.00144426,0.19238382,0.0011549,0.16604138,,
3855.015,KLEIMANN #1,0.00245967,,0.00946204,0.03928881,,0.23486445,3.036e-05,0.15853295,,
3855.016,KAY #1,0.00203585,,0.02032468,0.0325196,0.00137896,0.18215702,3.036e-05,0.1570746,,0.00137896
3855.017,LACKEY FIVE #1,0.00288803,,0.01217517,0.04613065,0.00165206,0.26035488,0.00608759,0.2094328,,
3855.022,KLEIMANN #3,,,0.02032468,0.0325196,0.00137896,,,,,
3855.024,MDB (AC),0.0030485,,0.02065517,0.0506827,0.00212076,0.28263553,0.00273857,0.21014586,,0.00019484
3855.025,THUSS #1,0.0028245,,0.020625,0.0473997,0.00198908,0.2635536,0.0026451,0.21008737,,0.0002355
3925.001,MONTEMAYOR #1,0.00187093,,0.01870928,0.04802672,,0.23970536,0.00554101,0.21455798,,0.00187093
4025.002,MARGUERITE #1,0.00154522,,0.0154521,0.0396657,,0.20404627,0.00154523,0.16126875,,
4025.004,MARPICK #1,0.00140625,,0.0140625,0.03609844,,0.1856961,0.00140625,0.16126875,,
4035.003,PFEIFFER #1 RE,0.001875,,0.01875,0.04813125,0.001875,0.2383521,0.001875,0.215025,,0.001875
4035.004,ANIKEN #1,0.00098783,,0.00987825,0.02535742,0.00098783,0.12557333,0.00098685,0.113171,,0.00098783
4035.005,RICHARD #1,0.00124738,,0.01247401,0.03436587,0.00124738,0.16496144,,0.14181779,,0.00124738
4035.006,BEELER RANCH #1,0.00146871,,0.01468716,0.03882094,0.00146871,0.18975557,,0.16696079,,0.00146871
4035.007,AARON #1,0.0014607,,0.01460693,0.03749602,0.0014607,0.19288545,,0.1505175,,0.0014607
4625.001,Anhaiser #1,0.00156937,,0.0188325,0.05963625,0.00156938,0.30602813,,,,
5825.001,Clayton #1,0.001875,,0.01875,0.04813125,0.001875,0.2400948,,0.215025,,
5825.002,JRED #1,0.001875,,0.01875,0.04813125,0.001875,0.2400948,,0.215025,,
6725.001,BARRIER #1,0.001212,,0.00752437,0.03111233,0.001212,0.1672317,0.00073965,0.1078625,,
6725.002,CHARLES B #1,0.00121544,,0.009,0.03120042,0.00121545,0.1677021,0.00095117,0.129015,,
7125.002,RHODES #1,0.00174879,,0.01399031,0.04489142,0.00174879,0.23280081,,0.20055117,,0.00174879
7450.004,BOND #1,0.0015854,,0.01585405,0.04069734,,0.20470922,,0.18181421,,
7450.005,Teel #1,0.002,,0.02929416,0.05134,,0.24894808,,0.22936,,
7450.006,Lansford #1,0.00157215,,0.01572145,0.04035694,,0.20299697,,0.18029348,,
7450.008,BETTY #1,0.00217504,,0.02175039,0.05583327,,0.28084352,,0.226493,,
7450.009,Harold #1,0.00160147,,0.02346163,0.04110989,,0.19933743,,0.18365723,,
8045.001,Buck #1,0.0018049,,0.01145683,0.07219541,,0.2812785,,0.18899342,,
8045.002,Heitz #1,0.00187906,,0.01879063,0.0751625,0.00187906,0.2807142,,0.21549089,,
8045.004,JJ #1,0.00115681,,0.01156811,0.04297773,0.00115681,0.1686517,,0.15,,0.00115681
8045.005,J BEELER #1,0.00092744,,0.0092743,0.03709717,0.00092744,0.13929115,,0.10635758,,0.00092744
8350.001,CIRCLE T #1,0.00181863,,0.01784728,0.03127851,,0.11742874,0.03688708,0.13973586,,
8350.002,FLYING G #1,0.0018125,,0.01778708,0.03117301,,0.11703252,0.07352184,0.1392645,,
8350.003,GIL #1,0.00351161,,0.03446134,0.06039578,,0.22217094,,0.11525347,,
8350.005,BOX #1,,,0.0149562,0.02621174,,,,,,
8350.006,THALMANN #1,0.00156967,,0.015404,0.02699653,,0.099309,0.00055029,0.12060631,,
8350.008,Opa #1,0.00159741,,0.01567622,0.02747362,,0.10253762,0.00084844,0.12275187,,
8350.009,MORELAND #1,0.0018125,,0.01778708,0.03117301,,0.11703252,0.07352184,0.13926453,,
8350.01,EVERGREEN #1,0.00259657,,0.01472033,0.04465789,,0.16427776,,0.17202,,
8350.011,Tebo #1,0.00320283,,0.01422965,0.05508547,,0.20615346,,0.16547087,,
8350.012,Elaine #1,,,,,,,,,,
8450.002,Bowman #1,0.001875,,0.02746328,0.04813125,,,,0.215025,,
8650.001,LA ROSITA #1,,,0.02746328,0.04813125,,0.23338882,,0.215025,,
8650.004,SUGARLAND #1,0.001875,,0.01125,0.05225078,,0.24685575,,0.215025,,
8650.005,VERNA #1,0.00206029,,0.02060285,0.05288753,,0.26602634,,0.215025,,
8650.006,TROTTER #1,0.0015,,0.015,0.038505,,0.19368165,,0.17202,,
8650.007,RUTH #1,0.0015,,0.015,0.038505,,0.19368165,,0.17202,,
8650.008,RICHARDSON #1,0.0015,,0.015,0.038505,,0.19368165,,0.17202,,
8650.009,DUNLAP #1,0.0015,,0.015,0.038505,,0.19368165,,0.17202,,
9050.001,Triplitt Unit #1H,0.00116482,,0.01143105,0.02003365,,0.07522702,0.06298828,0.08949974,,
9125.001,CT #1,0.00186722,,,0.0746886,,0.27713209,0.00177899,0.20881763,,
9125.004,VRE Minerals #1,0.0026844,0.0,0.01,0.1073778,0.0025,0.3984254,0.0,0.2867,0.0025,0.00805335
9125.006,Lochte #1,0.0025,0.0,0.025,0.1,0.0025,0.37105,0.0,0.2867,0.0025,0.007509
9425.001,KINCAID #1,0.0017579,0.0017578,0.0175781,0.0703125,0.0017578,0.2642343,,0.2015859,0.00182813,0.0070313
9430.001,CR 101,0.0025202,,0.025,0.1011834,0.0025,0.3779703,,0.2867,0.0025,0.00733948
9430.002,CR 201,0.00184293,0.00164531,0.01828125,0.07371838,0.00182813,0.275375,,0.20964938,0.00182813,0.0073125
9430.003,CR 301,,0.00164531,0.01828125,0.07371838,0.00182813,,,,0.00182813,0.0073125
9430.004,CR #401,0.0025202,,0.025,0.1011834,0.0025,0.3779703,,0.2867,0.0025,0.00733948
9430.005,CR 501,0.00184293,0.00164531,0.01828125,0.07371838,0.00182813,0.275375,,0.20964938,0.00182813,0.0073125
9430.006,CR 302,0.00184293,0.00164531,0.01828125,0.07371838,0.00182813,0.275375,,0.20964938,0.00182813,0.0073125
9430.009,BMMP #1,0.0025201,0.00225,0.025,0.1008115,0.0025,0.3765812,,0.2867,0.0025,0.00736207
9450.001,DYESS #1,0.001526,,0.01526,0.03917242,,0.20150916,0.001526,0.1750017,,
9450.002,PICKENS #1,0.0015075,,0.015075,0.03869753,,0.1990662,0.0015075,0.1728801,,
9450.003,ANNPICK #1,0.00161468,,0.01614675,0.04144871,,0.20935298,0.00161468,0.18517092,,0.00193287
9450.006,FLOWER #1,0.00147645,,0.01476435,0.03790005,,0.19496392,0.00147645,0.16931745,,
9450.008,PICKWILL #1,0.00169395,,0.01693957,0.0434838,,0.2236875,0.00169395,0.1942626,,
9450.009,CORNETT #1 SWD,,,0.02611446,0.07940739,0.00239706,,,,,0.00219905
