Date,CASEY,CML,IDC,JASON,KEN,LAN MLN,PATTERSON,PHIL,TRAVIS,KYLE
2006-05-26,0.0,1.87641433,29.973334350000002,0.0,70.41602488000001,53.80358766,127.40361452,17.51190033,0.0,0.0
2006-05-27,0.0,1.60406416,25.622897499999997,0.0,69.03869432,50.133926259999996,124.91161228000001,16.01430392,0.0,0.0
2006-05-28,0.0,1.70606824,27.252283749999997,0.0,73.42893548,53.32199389,132.85486942,17.03266988,0.0,0.0
2006-05-29,0.0,1.67806712,26.805001249999997,0.0,72.22377124,52.44683807,130.67436746,16.75311844,0.0,0.0
2006-05-30,0.0,1.5360614400000001,24.53664,0.0,66.11186688000001,48.00854784,119.61610752000001,15.33539328,0.0,0.0
2006-05-31,0.0,1.54606184,24.69638375,0.0,66.54228268,48.32110349,120.39485822,15.43523308,0.0,0.0
2006-06-01,0.0,1.66806672,26.6452575,0.0,71.79335544,52.13428242,129.89561676,16.65327864,0.0,0.0
2006-06-02,0.0,1.83310298,29.281500099999995,0.0,76.44184608,56.143320159999995,138.30612432,18.011099780000002,0.0,0.0
2006-06-03,0.0,1.81207248,28.9455675,0.0,77.99134296000001,56.635083779999995,141.10962684,18.09097176,0.0,0.0
2006-06-04,0.0,2.07408296,33.13085375,0.0,89.26823692,64.82404181,161.51289518000002,20.70677452,0.0,0.0
2006-06-05,0.0,1.77807112,28.402438749999998,0.0,76.52792924,55.57239457,138.46187446000002,17.75151644,0.0,0.0
2006-06-06,0.0,1.77207088,28.306592499999997,0.0,76.26967976,55.38486118,137.99462404000002,17.69161256,0.0,0.0
2006-06-07,0.0,1.66206648,26.54941125,0.0,71.53510596000001,51.94674903,129.42836634,16.59337476,0.0,0.0
2006-06-08,0.0,1.64406576,26.2618725,0.0,70.76035752,51.384148859999996,128.02661508,16.41366312,0.0,0.0
2006-06-09,0.0,1.5600624,24.920025,0.0,67.14486480000001,48.7586814,121.48510920000001,15.575008799999999,0.0,0.0
2006-06-10,0.0,1.450058,23.162843749999997,0.0,62.410291,45.32056925,112.9188515,14.476771,0.0,0.0
2006-06-11,0.0,1.39405576,22.26827875,0.0,59.999962520000004,43.57025761,108.55784758,13.91766812,0.0,0.0
2006-06-12,0.0,1.34605384,21.50150875,0.0,57.933966680000005,42.06999049,104.81984422000001,13.43843708,0.0,0.0
2006-06-13,0.0,1.9700954300000002,31.469760599999997,0.0,65.68145108,52.62774951,118.83735682000001,17.41206003,0.0,0.0
2006-06-14,0.0,2.11408696,33.7698374,0.0,67.14486480000001,54.91206668,121.48510920000001,18.29065,0.0,0.0
2006-06-15,0.0,2.44332197,39.028935049999994,0.0,68.866528,59.37471836,124.60011200000001,20.10773365,0.0,0.0
2006-06-16,0.0,2.48910316,39.760232349999995,0.0,71.36293964000001,61.05180469,129.11686606,20.62690064,0.0,0.0
2006-06-17,0.0,2.58443082,41.282967299999996,0.0,72.3098544,62.553845759999994,130.8301176,21.2059713,0.0,0.0
2006-06-18,0.0,2.4436304,39.033866849999995,0.0,72.91243652,61.27209542999999,131.92036858,20.58696492,0.0,0.0
