well_id,well_name,date,oil,gas,water
9555.005,Big Sonny #1,2/12/2020,0,0,0
9455.008,Blackmon #1,2/12/2020,0,0,0
9555.001,Blas Reyes #1,2/12/2020,0,155,0
7450.004,Bond #1,2/12/2020,0,0,0
9125.001,CT #1,2/12/2020,240.8,1144,5
3850.001,Cannan #1,2/12/2020,29.5,102,0
9455.003,Carolpick #1,2/12/2020,8.4,80,0
3855.012,Carolyn #1,2/12/2020,0,67,1.4
3855.002,Cenizo #1,2/12/2020,41.8,0,2.3
9455.011,Chad #1,2/12/2020,30.1,41,6.7
6725.002,Charles B #1,2/12/2020,33.4,5,16.7
8350.001,Circle T #1,2/12/2020,0,0,0
1825.005,Cross S #1,2/12/2020,9.1,0,1.7
9455.005,Dale #1,2/12/2020,36.7,0,1.2
3850.04,Dial #1,2/12/2020,0,0,0
9555.002,Dillard #1,2/12/2020,0,29,0
3850.026,Dunkle #2,2/12/2020,26.8,0,0
8650.009,Dunlap #1,2/12/2020,0,18,0
9450.001,Dyess #1,2/12/2020,3.3,8,1.7
9455.007,Eileen #1,2/12/2020,67.2,0,45.1
8350.01,Evergreen #1,2/12/2020,4.5,0,11.7
9450.006,Flower #1,2/12/2020,0,0,0
9455.009,Gail #1,2/12/2020,15,399,81.8
8350.003,Gil #1,2/12/2020,6.8,50,23.4
1825.006,Grissom #1,2/12/2020,15,0,0
3850.016,Huber #1,2/12/2020,0,0,0
8045.005,J Beeler #1,2/12/2020,380.3,645,125
8045.004,JJ #1,2/12/2020,387,688,99.9
9455.001,Jessica #1,2/12/2020,18.4,50,0
3850.015,Joe #1,2/12/2020,0,0,23.4
9455.014,Joseph #1,2/12/2020,8.4,0,3.1
5825.002,Jred #1,2/12/2020,9.1,0,0
3855.016,Kay #1,2/12/2020,152.5,0,0
9455.002,Kiley #1,2/12/2020,120.2,342,74.9
9425.001,Kincaid #1,2/12/2020,1.7,0,68.5
3855.003,Kirby #1,2/12/2020,25,66,3.3
3855.015,Kleimann #1,2/12/2020,207.1,636,105
3855.022,Kleimann #3,2/12/2020,36.7,0,190.1
3855.022,LT #1,2/12/2020,1.7,0,0
3855.017,La Rosita #1 ,2/12/2020,0,40,0
9455.012,Lackey Five #1,2/12/2020,10,0,1.7
7450.006,Lander #1,2/12/2020,3.3,102,21.7
3850.011,Leary Trust #1,2/12/2020,10,0,0
4025.002,Marguerite #1,2/12/2020,10,0,0
4025.002,Marpick #1,2/12/2020,0,179,8.4
3855.024,McLean #1,2/12/2020,13.4,0,0
9750.001,Molak #1,2/12/2020,0,0,0
3925.001,Montemayor #1,2/12/2020,0,0,0
8350.009,Moreland #1,2/12/2020,0,0,0
3855.001,PC #1,2/12/2020,5,70,0
3855.006,Palm #1,2/12/2020,0,0,3.1
3855.011,Parkway #1,2/12/2020,709.9,1102,5
3855.009,Pecan Grove #1,2/12/2020,3.3,122,33.6
4035.003,Pfeiffer #1,2/12/2020,0,0,0
9450.002,Pickens #1,2/12/2020,0,16,0
9455.013,Pickens Weaver #1,2/12/2020,0,114,66.5
9450.008,Pickwill #1,2/12/2020,0,0,0
3855.004,Preston #1,2/12/2020,8.4,41,33.4
7125.002,Rhodes #1,2/12/2020,6.7,0,3.3
4035.005,Richard #1,2/12/2020,40.1,81,4.7
8650.008,Richardson #1,2/12/2020,8.4,11,0
9450.011,Ronald #1,2/12/2020,11.4,0,18.4
9555.004,Russell #1,2/12/2020,0,33,0
8650.007,Ruth #1,2/12/2020,52.2,31,0
9455.004,Ruthpick #1,2/12/2020,0,0,0
1825.002,Solansky #1,2/12/2020,6.7,0,0
8650.004,Sugarland #1,2/12/2020,3.3,0,0
8350.006,Thalmann #1,2/12/2020,6.7,67,0
3850.003,Thompson #1,2/12/2020,2.3,10,5.8
3850.005,Thompson #2,2/12/2020,11.7,69,20
3850.012,Tlapek #1,2/12/2020,0,0,0
3850.006,Triple J #2,2/12/2020,18.2,0,0
8650.006,Trotter #1,2/12/2020,10,0,0
3855.01,Vermillion #1,2/12/2020,0,74,33.4
8650.005,Verna #1,2/12/2020,8.4,0,41.8
3855.008,White Marlin #1,2/12/2020,0,0,0
3855.013,Whittington #1,2/12/2020,8.4,0,3.3
4035.007,Aaron #1,2/13/2020,105.2,6,50.1
4035.004,Aniken #1,2/13/2020,6.8,0,1.4
3855.014,Anna Louisa #1,2/13/2020,23.4,0,226.6
9450.003,Annpick #1,2/13/2020,0,0,0
6725.001,Barrier #1,2/13/2020,27.2,40,53.4
4035.006,Beeler Ranch #1,2/13/2020,30.1,78,121.7
9750.002,Bermuda #1,2/13/2020,0,0,0
9555.005,Big Sonny #1,2/13/2020,0,0,0
9455.008,Blackmon #1,2/13/2020,0,0,0
9555.001,Blas Reyes #1,2/13/2020,0,275,0
7450.004,Bond #1,2/13/2020,0,0,0
9125.001,CT #1,2/13/2020,252.8,973,5
3850.001,Cannan #1,2/13/2020,31.8,100,0
9455.003,Carolpick #1,2/13/2020,20,98,0
3855.012,Carolyn #1,2/13/2020,0,41,0
3855.002,Cenizo #1,2/13/2020,50.1,0,0
9455.011,Chad #1,2/13/2020,50.1,40,5
6725.002,Charles B #1,2/13/2020,110.3,9,0
8350.001,Circle T #1,2/13/2020,0,0,0
1825.005,Cross S #1,2/13/2020,11.4,0,1.7
9455.005,Dale #1,2/13/2020,16.7,0,2.3
3850.04,Dial #1,2/13/2020,0,0,0
9555.002,Dillard #1,2/13/2020,0,0,0
3850.026,Dunkle #2,2/13/2020,33.4,0,0
8650.009,Dunlap #1,2/13/2020,5,23,10
9450.001,Dyess #1,2/13/2020,0,0,0
9455.007,Eileen #1,2/13/2020,60.1,0,44.8
8350.01,Evergreen #1,2/13/2020,7,0,0
9450.006,Flower #1,2/13/2020,8.4,0,3.3
9455.009,Gail #1,2/13/2020,0,251,96.6
8350.003,Gil #1,2/13/2020,0,35,0
1825.006,Grissom #1,2/13/2020,0,0,8.4
3850.016,Huber #1,2/13/2020,0,0,0
8045.005,J Beeler #1,2/13/2020,284.4,64,208.2
8045.004,JJ #1,2/13/2020,372.1,727,166.8
9455.001,Jessica #1,2/13/2020,14.5,181,4.7
3850.015,Joe #1,2/13/2020,0,0,15
9455.014,Joseph #1,2/13/2020,0,0,40.1
5825.002,Jred #1,2/13/2020,9.5,0,0
3855.016,Kay #1,2/13/2020,147,0,0
9455.002,Kiley #1,2/13/2020,130.3,387,56.8
9425.001,Kincaid #1,2/13/2020,15,0,76.6
3855.003,Kirby #1,2/13/2020,18.4,16,0
3855.015,Kleimann #1,2/13/2020,166.6,634,96.7
3855.022,Kleimann #3,2/13/2020,36.7,0,196.5
3855.022,LT #1,2/13/2020,0,0,0
3855.017,La Rosita #1 ,2/13/2020,1.1,0,0
9455.012,Lackey Five #1,2/13/2020,190.7,0,74.9
7450.006,Lander #1,2/13/2020,0,113,20
3850.011,Leary Trust #1,2/13/2020,8.4,0,0
4025.002,Marguerite #1,2/13/2020,21.7,0,1.7
4025.002,Marpick #1,2/13/2020,0,0,6.7
3855.024,McLean #1,2/13/2020,2.3,0,0
9750.001,Molak #1,2/13/2020,0,0,5
3925.001,Montemayor #1,2/13/2020,5,0,0
8350.009,Moreland #1,2/13/2020,4.5,0,0
3855.001,PC #1,2/13/2020,10,71,0
3855.006,Palm #1,2/13/2020,0,0,0
3855.011,Parkway #1,2/13/2020,269.9,1203,26.7
3855.009,Pecan Grove #1,2/13/2020,21.7,0,26.8
4035.003,Pfeiffer #1,2/13/2020,0,0,0
9450.002,Pickens #1,2/13/2020,0,0,0
9455.013,Pickens Weaver #1,2/13/2020,1.3,112,3.3
9450.008,Pickwill #1,2/13/2020,0,0,0
3855.004,Preston #1,2/13/2020,1.7,237,85.2
7125.002,Rhodes #1,2/13/2020,0,0,0
4035.005,Richard #1,2/13/2020,30.7,122,9.4
8650.008,Richardson #1,2/13/2020,20,41,0
9450.011,Ronald #1,2/13/2020,9.1,0,43.2
9555.004,Russell #1,2/13/2020,0,95,0
8650.007,Ruth #1,2/13/2020,25.6,4,40.1
9455.004,Ruthpick #1,2/13/2020,0,0,0
1825.002,Solansky #1,2/13/2020,6.7,0,0
8650.004,Sugarland #1,2/13/2020,0,0,0
8350.006,Thalmann #1,2/13/2020,3.3,37,0
3850.003,Thompson #1,2/13/2020,9.1,0,54
3850.005,Thompson #2,2/13/2020,6.2,61,28.4
3850.012,Tlapek #1,2/13/2020,0,0,0
3850.006,Triple J #2,2/13/2020,20.4,0,0
8650.006,Trotter #1,2/13/2020,6.7,0,0
3855.01,Vermillion #1,2/13/2020,0,58,0
8650.005,Verna #1,2/13/2020,11.7,0,84.9
3855.008,White Marlin #1,2/13/2020,1.7,0,0
3855.013,Whittington #1,2/13/2020,10,0,20
4035.007,Aaron #1,2/14/2020,110.2,2,65.1
4035.004,Aniken #1,2/14/2020,34,0,96.9
3855.014,Anna Louisa #1,2/14/2020,6.7,0,373.6
9450.003,Annpick #1,2/14/2020,0,0,0
6725.001,Barrier #1,2/14/2020,0.6,40,41.5
4035.006,Beeler Ranch #1,2/14/2020,31.7,78,113.3
9750.002,Bermuda #1,2/14/2020,0,0,0
9555.005,Big Sonny #1,2/14/2020,0,0,0
9455.008,Blackmon #1,2/14/2020,0,0,0
9555.001,Blas Reyes #1,2/14/2020,0,200,0
7450.004,Bond #1,2/14/2020,0,0,0
9125.001,CT #1,2/14/2020,250.2,28,3.3
3850.001,Cannan #1,2/14/2020,37.4,100,0
9455.003,Carolpick #1,2/14/2020,21.7,56,0
3855.012,Carolyn #1,2/14/2020,70.1,67,0
3855.002,Cenizo #1,2/14/2020,43.6,0,0
9455.011,Chad #1,2/14/2020,36.7,38,5
6725.002,Charles B #1,2/14/2020,73.5,12,0
8350.001,Circle T #1,2/14/2020,0,0,0
1825.005,Cross S #1,2/14/2020,4.5,0,5
9455.005,Dale #1,2/14/2020,20,1,1.2
3850.04,Dial #1,2/14/2020,0,0,0
9555.002,Dillard #1,2/14/2020,0,64,0
3850.026,Dunkle #2,2/14/2020,21.7,0,0
8650.009,Dunlap #1,2/14/2020,0,0,0
9450.001,Dyess #1,2/14/2020,0,0,0
9455.007,Eileen #1,2/14/2020,43.4,6,40.1
8350.01,Evergreen #1,2/14/2020,18.2,0,0
9450.006,Flower #1,2/14/2020,0,0,0
9455.009,Gail #1,2/14/2020,56.1,245,86.8
8350.003,Gil #1,2/14/2020,13.6,34,20
1825.006,Grissom #1,2/14/2020,1.7,0,0
3850.016,Huber #1,2/14/2020,0,0,0
8045.005,J Beeler #1,2/14/2020,265.2,97,204.9
8045.004,JJ #1,2/14/2020,337.6,149,84.9
9455.001,Jessica #1,2/14/2020,33.4,105,1.2
3850.015,Joe #1,2/14/2020,0,0,49.8
9455.014,Joseph #1,2/14/2020,0,0,1.7
5825.002,Jred #1,2/14/2020,9.1,0,0
3855.016,Kay #1,2/14/2020,147.6,10,0
9455.002,Kiley #1,2/14/2020,125.3,37,69.9
9425.001,Kincaid #1,2/14/2020,18.4,0,61.8
3855.003,Kirby #1,2/14/2020,11.7,0,0
3855.015,Kleimann #1,2/14/2020,245.5,626,80.2
3855.022,Kleimann #3,2/14/2020,40.1,0,170.1
3855.022,LT #1,2/14/2020,0,0,0
3855.017,La Rosita #1 ,2/14/2020,0,32,0
9455.012,Lackey Five #1,2/14/2020,175,0,0
7450.006,Lander #1,2/14/2020,0,80,23.4
3850.011,Leary Trust #1,2/14/2020,0,0,0
4025.002,Marguerite #1,2/14/2020,11.7,0,5
4025.002,Marpick #1,2/14/2020,0,0,3.3
3855.024,McLean #1,2/14/2020,0,0,0
9750.001,Molak #1,2/14/2020,0,0,0
3925.001,Montemayor #1,2/14/2020,0,0,0
8350.009,Moreland #1,2/14/2020,0,0,0
3855.001,PC #1,2/14/2020,6.7,69,0
3855.006,Palm #1,2/14/2020,0,0,0
3855.011,Parkway #1,2/14/2020,817.6,1215,5
3855.009,Pecan Grove #1,2/14/2020,35.1,113,9.4
4035.003,Pfeiffer #1,2/14/2020,0,0,0
9450.002,Pickens #1,2/14/2020,0,0,0
9455.013,Pickens Weaver #1,2/14/2020,0,6,86.6
9450.008,Pickwill #1,2/14/2020,0,0,0
3855.004,Preston #1,2/14/2020,23.4,356,33.1
7125.002,Rhodes #1,2/14/2020,0,0,0
4035.005,Richard #1,2/14/2020,30.1,121,7
8650.008,Richardson #1,2/14/2020,36.7,14,0
9450.011,Ronald #1,2/14/2020,6.8,0,0
9555.004,Russell #1,2/14/2020,0,107,0
8650.007,Ruth #1,2/14/2020,0,10,0
9455.004,Ruthpick #1,2/14/2020,0,0,0
1825.002,Solansky #1,2/14/2020,0,0,0
8650.004,Sugarland #1,2/14/2020,0,0,0
8350.006,Thalmann #1,2/14/2020,10,72,11.7
3850.003,Thompson #1,2/14/2020,2.3,0,3.5
3850.005,Thompson #2,2/14/2020,10,68,23.4
3850.012,Tlapek #1,2/14/2020,0,0,0
3850.006,Triple J #2,2/14/2020,18.2,0,0
8650.006,Trotter #1,2/14/2020,10,0,0
3855.01,Vermillion #1,2/14/2020,3.3,59,0
8650.005,Verna #1,2/14/2020,8.4,0,40.1
3855.008,White Marlin #1,2/14/2020,0,0,0
3855.013,Whittington #1,2/14/2020,0,0,0
4035.007,Aaron #1,2/15/2020,134.9,0,209.9
4035.004,Aniken #1,2/15/2020,27.2,0,24.8
3855.014,Anna Louisa #1,2/15/2020,6.7,0,156.5
9450.003,Annpick #1,2/15/2020,0,0,0
6725.001,Barrier #1,2/15/2020,77.2,37,0
4035.006,Beeler Ranch #1,2/15/2020,26.4,81,153.4
9750.002,Bermuda #1,2/15/2020,0,0,0
9555.005,Big Sonny #1,2/15/2020,0,0,35.1
9455.008,Blackmon #1,2/15/2020,0,0,0
9555.001,Blas Reyes #1,2/15/2020,0,181,0
7450.004,Bond #1,2/15/2020,0,0,0
9125.001,CT #1,2/15/2020,254.6,776,6.7
3850.001,Cannan #1,2/15/2020,36.3,100,0
9455.003,Carolpick #1,2/15/2020,23.4,103,0
3855.012,Carolyn #1,2/15/2020,36.7,57,1.7
3855.002,Cenizo #1,2/15/2020,33.4,0,0
9455.011,Chad #1,2/15/2020,53.4,47,15
6725.002,Charles B #1,2/15/2020,40.1,4,0
8350.001,Circle T #1,2/15/2020,0,0,0
1825.005,Cross S #1,2/15/2020,4.5,0,0
9455.005,Dale #1,2/15/2020,23.4,5,2.3
3850.04,Dial #1,2/15/2020,0,0,0
9555.002,Dillard #1,2/15/2020,0,39,0
3850.026,Dunkle #2,2/15/2020,20,0,0
8650.009,Dunlap #1,2/15/2020,0,0,0
9450.001,Dyess #1,2/15/2020,0,0,0
9455.007,Eileen #1,2/15/2020,46.8,7,65.1
8350.01,Evergreen #1,2/15/2020,0,0,0
9450.006,Flower #1,2/15/2020,41.8,65,0
9455.009,Gail #1,2/15/2020,65.1,263,193.2
8350.003,Gil #1,2/15/2020,0,0,0
1825.006,Grissom #1,2/15/2020,5,0,0
3850.016,Huber #1,2/15/2020,0,0,0
8045.005,J Beeler #1,2/15/2020,131.1,307,170.1
8045.004,JJ #1,2/15/2020,312.7,297,71.8
9455.001,Jessica #1,2/15/2020,25,185,1.2
3850.015,Joe #1,2/15/2020,0,0,15
9455.014,Joseph #1,2/15/2020,0,0,58.3
5825.002,Jred #1,2/15/2020,9.1,0,0
3855.016,Kay #1,2/15/2020,170.3,10,0
9455.002,Kiley #1,2/15/2020,0.5,244,58.5
9425.001,Kincaid #1,2/15/2020,21.7,0,56.5
3855.003,Kirby #1,2/15/2020,6.7,0,0
3855.015,Kleimann #1,2/15/2020,204.7,485,134.8
3855.022,Kleimann #3,2/15/2020,36.7,0,115
3855.022,LT #1,2/15/2020,0,0,0
3855.017,La Rosita #1 ,2/15/2020,0,32,0
9455.012,Lackey Five #1,2/15/2020,188.6,0,0
7450.006,Lander #1,2/15/2020,0,88,26.7
3850.011,Leary Trust #1,2/15/2020,0,0,0
4025.002,Marguerite #1,2/15/2020,13.4,0,3.3
4025.002,Marpick #1,2/15/2020,0,0,1.7
3855.024,McLean #1,2/15/2020,0,0,0
9750.001,Molak #1,2/15/2020,0,0,0
3925.001,Montemayor #1,2/15/2020,0,0,0
8350.009,Moreland #1,2/15/2020,0,0,0
3855.001,PC #1,2/15/2020,6.7,69,0
3855.006,Palm #1,2/15/2020,0,0,0
3855.011,Parkway #1,2/15/2020,597.6,932,1.7
3855.009,Pecan Grove #1,2/15/2020,75.2,111,0
4035.003,Pfeiffer #1,2/15/2020,0,0,0
9450.002,Pickens #1,2/15/2020,0,0,0
9455.013,Pickens Weaver #1,2/15/2020,0,2,0
9450.008,Pickwill #1,2/15/2020,0,0,0
3855.004,Preston #1,2/15/2020,10,347,43.4
7125.002,Rhodes #1,2/15/2020,0,0,0
4035.005,Richard #1,2/15/2020,26.4,100,0
8650.008,Richardson #1,2/15/2020,30.1,14,0
9450.011,Ronald #1,2/15/2020,4.5,0,15
9555.004,Russell #1,2/15/2020,0,59,0
8650.007,Ruth #1,2/15/2020,0,8,20
9455.004,Ruthpick #1,2/15/2020,0,0,0
1825.002,Solansky #1,2/15/2020,0,0,0
8650.004,Sugarland #1,2/15/2020,0,0,0
8350.006,Thalmann #1,2/15/2020,1.7,72,0
3850.003,Thompson #1,2/15/2020,2.3,0,4.7
3850.005,Thompson #2,2/15/2020,18.4,64,64.9
3850.012,Tlapek #1,2/15/2020,0,0,0
3850.006,Triple J #2,2/15/2020,11.4,0,0
8650.006,Trotter #1,2/15/2020,6.7,0,0
3855.01,Vermillion #1,2/15/2020,0,62,0
8650.005,Verna #1,2/15/2020,8.4,0,53.4
3855.008,White Marlin #1,2/15/2020,0,0,0
3855.013,Whittington #1,2/15/2020,0,0,0
4035.007,Aaron #1,2/16/2020,80.9,0,89.9
4035.004,Aniken #1,2/16/2020,0,0,6.7
3855.014,Anna Louisa #1,2/16/2020,6.7,0,209.9
9450.003,Annpick #1,2/16/2020,0,0,0
6725.001,Barrier #1,2/16/2020,43.1,39,0
4035.006,Beeler Ranch #1,2/16/2020,18.4,22,43.2
9750.002,Bermuda #1,2/16/2020,0,0,0
9555.005,Big Sonny #1,2/16/2020,0,0,0
9455.008,Blackmon #1,2/16/2020,0,0,0
9555.001,Blas Reyes #1,2/16/2020,0,44,0
7450.004,Bond #1,2/16/2020,0,0,0
9125.001,CT #1,2/16/2020,241.4,23,200.1
3850.001,Cannan #1,2/16/2020,34,117,0
9455.003,Carolpick #1,2/16/2020,15,109,8.4
3855.012,Carolyn #1,2/16/2020,10,0,0
3855.002,Cenizo #1,2/16/2020,53.4,0,0
9455.011,Chad #1,2/16/2020,63.5,38,5
6725.002,Charles B #1,2/16/2020,41.8,8,0
8350.001,Circle T #1,2/16/2020,0,0,0
1825.005,Cross S #1,2/16/2020,0,0,0
9455.005,Dale #1,2/16/2020,20,0,1.2
3850.04,Dial #1,2/16/2020,0,0,0
9555.002,Dillard #1,2/16/2020,0,0,0
3850.026,Dunkle #2,2/16/2020,21.7,0,0
8650.009,Dunlap #1,2/16/2020,0,0,0
9450.001,Dyess #1,2/16/2020,0,0,0
9455.007,Eileen #1,2/16/2020,22.8,6,79.9
8350.01,Evergreen #1,2/16/2020,0,0,0
9450.006,Flower #1,2/16/2020,0,0,0
9455.009,Gail #1,2/16/2020,110.2,281,133.1
8350.003,Gil #1,2/16/2020,9.1,37,0
1825.006,Grissom #1,2/16/2020,5,0,0
3850.016,Huber #1,2/16/2020,0,0,0
8045.005,J Beeler #1,2/16/2020,197.6,343,200.1
8045.004,JJ #1,2/16/2020,298.9,442,28.1
9455.001,Jessica #1,2/16/2020,28.4,213,2.3
3850.015,Joe #1,2/16/2020,0,0,18.4
9455.014,Joseph #1,2/16/2020,1.2,0,3.3
5825.002,Jred #1,2/16/2020,9.1,0,0
3855.016,Kay #1,2/16/2020,126.9,0,0
9455.002,Kiley #1,2/16/2020,59.9,322,73.2
9425.001,Kincaid #1,2/16/2020,21.7,0,121.7
3855.003,Kirby #1,2/16/2020,11.7,0,0
3855.015,Kleimann #1,2/16/2020,200,545,70.1
3855.022,Kleimann #3,2/16/2020,40.1,0,141.7
3855.022,LT #1,2/16/2020,0,0,0
3855.017,La Rosita #1 ,2/16/2020,0,31,0
9455.012,Lackey Five #1,2/16/2020,384.4,0,1.7
7450.006,Lander #1,2/16/2020,0,91,8.4
3850.011,Leary Trust #1,2/16/2020,0,0,0
4025.002,Marguerite #1,2/16/2020,10,0,1.7
4025.002,Marpick #1,2/16/2020,0,0,0
3855.024,McLean #1,2/16/2020,0,0,0
9750.001,Molak #1,2/16/2020,0,0,0
3925.001,Montemayor #1,2/16/2020,0,0,0
8350.009,Moreland #1,2/16/2020,0,0,0
3855.001,PC #1,2/16/2020,10,73,0
3855.006,Palm #1,2/16/2020,0,0,0
3855.011,Parkway #1,2/16/2020,85.6,9,1.7
3855.009,Pecan Grove #1,2/16/2020,38.4,159,0
4035.003,Pfeiffer #1,2/16/2020,0,0,0
9450.002,Pickens #1,2/16/2020,0,0,0
9455.013,Pickens Weaver #1,2/16/2020,0,10,0
9450.008,Pickwill #1,2/16/2020,0,0,0
3855.004,Preston #1,2/16/2020,6.7,357,13.1
7125.002,Rhodes #1,2/16/2020,0,0,0
4035.005,Richard #1,2/16/2020,6.7,19,0
8650.008,Richardson #1,2/16/2020,0,19,0
9450.011,Ronald #1,2/16/2020,13.6,0,15
9555.004,Russell #1,2/16/2020,0,69,0
8650.007,Ruth #1,2/16/2020,72.6,60,0
9455.004,Ruthpick #1,2/16/2020,0,0,0
1825.002,Solansky #1,2/16/2020,0,0,0
8650.004,Sugarland #1,2/16/2020,0,0,0
8350.006,Thalmann #1,2/16/2020,3.3,69,0
3850.003,Thompson #1,2/16/2020,6.8,0,2.3
3850.005,Thompson #2,2/16/2020,8.4,63,23.4
3850.012,Tlapek #1,2/16/2020,0,0,0
3850.006,Triple J #2,2/16/2020,18.2,0,0
8650.006,Trotter #1,2/16/2020,10,0,1.7
3855.01,Vermillion #1,2/16/2020,0,0,0
8650.005,Verna #1,2/16/2020,10,0,43.2
3855.008,White Marlin #1,2/16/2020,0,0,0
3855.013,Whittington #1,2/16/2020,0,0,0
4035.007,Aaron #1,2/17/2020,50.6,0,3.3
4035.004,Aniken #1,2/17/2020,1.6,0,0
3855.014,Anna Louisa #1,2/17/2020,20,0,183.2
9450.003,Annpick #1,2/17/2020,0,0,0
6725.001,Barrier #1,2/17/2020,68.4,45,0
4035.006,Beeler Ranch #1,2/17/2020,6.7,54,0
9750.002,Bermuda #1,2/17/2020,0,0,0
9555.005,Big Sonny #1,2/17/2020,0,0,0
9455.008,Blackmon #1,2/17/2020,0,0,0
9555.001,Blas Reyes #1,2/17/2020,0,68,0
7450.004,Bond #1,2/17/2020,6.7,0,0
9125.001,CT #1,2/17/2020,214.7,500,1.4
3850.001,Cannan #1,2/17/2020,27.2,128,0
9455.003,Carolpick #1,2/17/2020,16.7,46,0
3855.012,Carolyn #1,2/17/2020,46.8,122,6.7
3855.002,Cenizo #1,2/17/2020,45.1,0,0
9455.011,Chad #1,2/17/2020,73.5,54,11.7
6725.002,Charles B #1,2/17/2020,48.4,15,0
8350.001,Circle T #1,2/17/2020,0,0,0
1825.005,Cross S #1,2/17/2020,6.8,0,1.7
9455.005,Dale #1,2/17/2020,28.1,51,4.7
3850.04,Dial #1,2/17/2020,0,0,0
9555.002,Dillard #1,2/17/2020,0,90,0
3850.026,Dunkle #2,2/17/2020,26.7,0,0
8650.009,Dunlap #1,2/17/2020,0,0,0
9450.001,Dyess #1,2/17/2020,26.7,0,1.7
9455.007,Eileen #1,2/17/2020,3.3,3,49.8
8350.01,Evergreen #1,2/17/2020,18.2,0,0
9450.006,Flower #1,2/17/2020,30.1,76,0
9455.009,Gail #1,2/17/2020,95.2,270,70.1
8350.003,Gil #1,2/17/2020,0,0,0
1825.006,Grissom #1,2/17/2020,10,0,0
3850.016,Huber #1,2/17/2020,0,0,0
8045.005,J Beeler #1,2/17/2020,166.8,130,161.5
8045.004,JJ #1,2/17/2020,401.8,668,116.6
9455.001,Jessica #1,2/17/2020,16.7,91,4.7
3850.015,Joe #1,2/17/2020,0,0,31.7
9455.014,Joseph #1,2/17/2020,0,0,33.4
5825.002,Jred #1,2/17/2020,9.1,0,0
3855.016,Kay #1,2/17/2020,149.9,10,0
9455.002,Kiley #1,2/17/2020,119.1,331,53.4
9425.001,Kincaid #1,2/17/2020,15,0,166.8
3855.003,Kirby #1,2/17/2020,8.4,0,1.7
3855.015,Kleimann #1,2/17/2020,105.7,779,191.5
3855.022,Kleimann #3,2/17/2020,36.4,0,143.4
3855.022,LT #1,2/17/2020,0,0,0
3855.017,La Rosita #1 ,2/17/2020,0,29,0
9455.012,Lackey Five #1,2/17/2020,221,0,0
7450.006,Lander #1,2/17/2020,0,93,64.9
3850.011,Leary Trust #1,2/17/2020,1.7,0,0
4025.002,Marguerite #1,2/17/2020,3.3,0,1.7
4025.002,Marpick #1,2/17/2020,1.7,8,0
3855.024,McLean #1,2/17/2020,13.6,0,0
9750.001,Molak #1,2/17/2020,0,0,3.3
3925.001,Montemayor #1,2/17/2020,3.3,0,0
8350.009,Moreland #1,2/17/2020,31.8,0,0
3855.001,PC #1,2/17/2020,3.3,70,0
3855.006,Palm #1,2/17/2020,46.8,293,0
3855.011,Parkway #1,2/17/2020,708.1,1322,10
3855.009,Pecan Grove #1,2/17/2020,3.3,100,78.9
4035.003,Pfeiffer #1,2/17/2020,0,0,0
9450.002,Pickens #1,2/17/2020,0,26,0
9455.013,Pickens Weaver #1,2/17/2020,0,12,0
9450.008,Pickwill #1,2/17/2020,41.8,143,11.7
3855.004,Preston #1,2/17/2020,6.7,267,30.1
7125.002,Rhodes #1,2/17/2020,15,0,0
4035.005,Richard #1,2/17/2020,23.4,83,0
8650.008,Richardson #1,2/17/2020,16.7,0,0
9450.011,Ronald #1,2/17/2020,11.4,0,18.4
9555.004,Russell #1,2/17/2020,0,84,0
8650.007,Ruth #1,2/17/2020,45.4,21,0
9455.004,Ruthpick #1,2/17/2020,0,0,0
1825.002,Solansky #1,2/17/2020,1.7,0,0
8650.004,Sugarland #1,2/17/2020,5,0,0
8350.006,Thalmann #1,2/17/2020,4.7,78,0
3850.003,Thompson #1,2/17/2020,4.5,23,3.5
3850.005,Thompson #2,2/17/2020,8.4,56,15
3850.012,Tlapek #1,2/17/2020,0,0,0
3850.006,Triple J #2,2/17/2020,10.3,0,0
8650.006,Trotter #1,2/17/2020,10,0,0
3855.01,Vermillion #1,2/17/2020,6.7,114,0
8650.005,Verna #1,2/17/2020,10,0,79.9
3855.008,White Marlin #1,2/17/2020,1.7,0,0
3855.013,Whittington #1,2/17/2020,15,0,0
4035.007,Aaron #1,2/18/2020,6.7,0,0
4035.004,Aniken #1,2/18/2020,18.2,0,20
3855.014,Anna Louisa #1,2/18/2020,5,0,240.2
9450.003,Annpick #1,2/18/2020,0,0,0
6725.001,Barrier #1,2/18/2020,74.9,46,0
4035.006,Beeler Ranch #1,2/18/2020,51.8,91,143.6
9750.002,Bermuda #1,2/18/2020,0,0,0
9555.005,Big Sonny #1,2/18/2020,0,0,0
9455.008,Blackmon #1,2/18/2020,0,127,31.7
9555.001,Blas Reyes #1,2/18/2020,0,63,0
7450.004,Bond #1,2/18/2020,18.4,0,0
9125.001,CT #1,2/18/2020,246.1,283,46.8
3850.001,Cannan #1,2/18/2020,22.7,125,0
9455.003,Carolpick #1,2/18/2020,20.1,49,0
3855.012,Carolyn #1,2/18/2020,16.7,23,28.4
3855.002,Cenizo #1,2/18/2020,46.8,0,0
9455.011,Chad #1,2/18/2020,68.3,51,6.7
6725.002,Charles B #1,2/18/2020,40.1,0,0
8350.001,Circle T #1,2/18/2020,0,0,0
1825.005,Cross S #1,2/18/2020,0,0,0
